WARD,Pct_20+Complex,Pct_NoVehicle,Pct_Rent35%orMore,Pct_AccessToComputer,Pct_AccessToBroadband,Data type
6,0.4464065949092614,0.3337368148020059,0.27516730229545944,0.9478212000691683,0.8910383883797337,Training data
8,0.1094306049822064,0.4442704765632645,0.5240392900224022,0.8614998205956226,0.6817692533516,Training data
4,0.2154876117038764,0.2162999185004075,0.35624331220676597,0.900440097799511,0.8177343113284433,Training data
2,0.6905224701997611,0.500851109101548,0.3141171911998967,0.9739347837650939,0.9107665301345816,Training data
7,0.07677023641546923,0.38371603458885256,0.44247639269151257,0.8376785309453638,0.6596171907892606,Training data
3,0.5381777941718923,0.22478271270233632,0.3337222870478413,0.9647556016266645,0.9281024904978338,Training data
5,0.18119986500869656,0.3092618065107749,0.3906086765271897,0.8742835855112334,0.7771950939935809,Test data
1,0.5183270195556465,0.4575371549893843,0.2725524397334407,0.9431500726338138,0.8691753268521623,Test data
